ac_code,part_no,booth_category,target_contacts,contacts_done,last_contact_date,flag_form6_filed
1901,1,B,80,20,2026-04-20,False
1901,2,B,85,44,2026-04-21,False
1901,3,B,101,3,2026-04-12,False
1901,4,B,122,63,2026-04-13,False
1901,5,B,121,29,2026-04-21,False
1901,6,B,84,35,2026-04-17,False
1901,7,B,83,18,2026-04-12,False
1901,8,B,77,32,2026-04-15,False
1901,9,B,90,39,2026-04-17,False
1901,10,B,120,58,2026-04-15,False
1901,11,B,97,51,2026-04-18,False
1901,12,B,119,29,2026-04-12,False
1901,13,B,88,30,2026-04-20,False
1901,14,B,97,8,2026-04-17,False
1901,15,B,88,20,2026-04-19,False
1901,16,B,117,59,2026-04-14,False
1901,17,B,121,37,2026-04-17,False
1901,18,B,109,25,2026-04-14,False
1901,19,B,108,34,2026-04-14,False
1901,20,B,108,27,2026-04-16,False
1901,21,B,89,1,2026-04-18,False
1901,22,B,90,25,2026-04-12,False
1901,23,B,74,24,2026-04-18,False
1901,24,B,88,27,2026-04-16,False
1901,25,B,94,3,2026-04-20,False
1901,26,B,94,35,2026-04-16,False
1901,27,B,118,25,2026-04-20,False
1901,28,B,110,22,2026-04-17,False
1901,29,B,98,37,2026-04-14,False
1901,30,B,110,51,2026-04-17,False
1901,31,B,107,10,2026-04-18,False
1901,32,B,88,39,2026-04-14,False
1901,33,B,86,0,2026-04-18,False
1901,34,B,116,34,2026-04-17,False
1901,35,B,118,4,2026-04-13,False
1901,36,B,119,63,2026-04-14,False
1901,37,B,81,3,2026-04-19,False
1901,38,B,102,51,2026-04-12,False
1901,39,B,98,1,2026-04-13,False
1901,40,B,85,18,2026-04-13,False
1901,41,B,111,16,2026-04-12,False
1901,42,B,82,24,2026-04-12,False
1901,43,B,76,4,2026-04-15,False
1901,44,B,88,2,2026-04-14,False
1901,45,B,114,60,2026-04-18,False
1901,46,B,91,22,2026-04-20,False
1901,47,B,113,59,2026-04-19,False
1901,48,B,93,41,2026-04-12,False
1901,49,B,84,32,2026-04-13,False
1901,50,B,77,39,2026-04-21,False
1901,51,B,107,28,2026-04-17,False
1901,52,B,79,33,2026-04-12,False
1901,53,B,107,56,2026-04-19,False
1901,54,B,93,47,2026-04-14,False
1901,55,B,88,2,2026-04-16,False
1901,56,B,118,30,2026-04-14,False
1901,57,B,117,23,2026-04-18,False
1901,58,B,83,32,2026-04-18,False
1901,59,B,109,7,2026-04-20,False
1901,60,B,81,3,2026-04-16,False
1901,61,B,120,42,2026-04-18,False
1901,62,B,75,40,2026-04-18,False
1901,63,B,82,35,2026-04-12,False
1901,64,B,89,2,2026-04-21,False
1901,65,B,89,19,2026-04-15,False
1901,66,B,112,28,2026-04-13,False
1901,67,B,98,22,2026-04-17,False
1901,68,B,81,0,2026-04-15,False
1901,69,B,86,28,2026-04-13,False
1901,70,B,102,26,2026-04-21,False
1901,71,B,122,28,2026-04-17,False
1901,72,B,84,0,2026-04-13,False
1901,73,B,112,18,2026-04-17,False
1901,74,B,116,6,2026-04-16,False
1901,75,B,94,39,2026-04-19,False
1901,76,B,106,47,2026-04-19,False
1901,77,B,114,18,2026-04-15,False
1901,78,B,97,46,2026-04-14,False
1901,79,B,83,20,2026-04-13,False
1901,80,B,110,11,2026-04-17,False
1901,81,B,75,18,2026-04-21,False
1901,82,B,89,38,2026-04-18,False
1901,83,B,93,17,2026-04-17,False
1901,84,B,84,32,2026-04-17,False
1901,85,B,74,10,2026-04-15,False
1901,86,B,112,30,2026-04-21,False
1901,87,B,117,24,2026-04-19,False
1901,88,B,84,16,2026-04-19,False
1901,89,B,102,28,2026-04-15,False
1901,90,B,106,32,2026-04-13,False
1901,91,B,92,35,2026-04-20,False
1901,92,B,100,34,2026-04-16,False
1901,93,B,117,20,2026-04-12,False
1901,94,B,89,33,2026-04-12,False
1901,95,B,111,40,2026-04-20,False
1901,96,B,79,28,2026-04-12,False
1901,97,B,76,6,2026-04-15,False
1901,98,B,75,6,2026-04-20,False
1901,99,B,98,14,2026-04-19,False
1901,100,B,111,29,2026-04-17,False
1901,101,B,87,31,2026-04-17,False
1901,102,B,99,52,2026-04-15,False
1901,103,B,120,37,2026-04-15,False
1901,104,B,116,41,2026-04-15,False
1901,105,B,101,44,2026-04-15,False
1901,106,B,106,23,2026-04-15,False
1901,107,B,117,56,2026-04-19,False
1901,108,B,120,31,2026-04-20,False
1901,109,B,104,16,2026-04-15,False
1901,110,B,115,30,2026-04-16,False
1901,111,B,95,40,2026-04-17,False
1901,112,B,104,33,2026-04-19,False
1901,113,B,109,37,2026-04-14,False
1901,114,B,76,0,2026-04-16,False
1901,115,B,106,27,2026-04-13,False
1901,116,B,103,0,2026-04-16,False
1901,117,B,94,28,2026-04-16,False
1901,118,B,93,5,2026-04-16,False
1901,119,B,86,7,2026-04-20,False
1901,120,B,102,53,2026-04-17,False
1901,121,B,74,40,2026-04-19,False
1901,122,B,77,25,2026-04-17,False
1901,123,B,82,35,2026-04-15,False
1901,124,B,121,6,2026-04-14,False
1901,125,B,73,16,2026-04-13,False
1901,126,B,98,14,2026-04-13,False
1901,127,B,83,29,2026-04-17,False
1901,128,B,110,57,2026-04-14,False
1901,129,B,98,47,2026-04-16,False
1901,130,B,123,55,2026-04-15,False
1901,131,B,109,2,2026-04-12,False
1901,132,B,82,11,2026-04-16,False
1901,133,B,118,21,2026-04-20,False
1901,134,B,86,38,2026-04-14,False
1901,135,B,111,40,2026-04-15,False
1901,136,B,74,23,2026-04-20,False
1901,137,B,87,21,2026-04-17,False
1901,138,B,88,5,2026-04-19,False
1901,139,B,114,34,2026-04-14,False
1901,140,B,99,15,2026-04-12,False
1901,141,B,88,5,2026-04-20,False
1901,142,B,103,3,2026-04-20,False
